電影ID,電影中文名,英譯,上映日期,片長,發行公司,IMDb分數,導演,演員,電影類型,分級
2780,附身,Dorothy Mills,上映日期：2008-10-17,片　　長：01時41分,發行公司：山水國際,IMDb分數：6.1,['阿格尼斯莫勒'],['卡莉絲范荷登(Carice van Houten)'],"['恐怖', '懸疑/驚悚']",輔12級/PG12
2781,慾望莊園,Brideshead Revisited,上映日期：2008-10-31,片　　長：02時13分,發行公司：山水,IMDb分數：6.7,['朱利安傑羅(Julien Jerrold)'],"['海莉艾特沃(Hayley Atwell)', '麥可甘邦(Michael Gambon)', '班維蕭(Ben Whishaw)']","['劇情', '愛情']",輔12級/PG12
2782,巴黎愛情故事,PARIS,上映日期：2008-12-05,片　　長：02時10分,發行公司：山水,IMDb分數：6.9,['席德利克拉皮許'],"['茱麗葉畢諾許(Juliette Binoche)', '何曼杜立斯(Romain Duris)']","['喜劇', '愛情']",保護級/P
2783,玩命快遞3,Transporter 3,上映日期：2008-12-19,片　　長：01時43分,發行公司：山水,IMDb分數：6.1,[''],"['傑森史塔森(Jason Statham)', '羅伯特克耐普(Robert Knepper)']","['動作', '劇情']",輔12級/PG12
2784,死亡直播,Quarantine,上映日期：2008-11-28,片　　長：01時29分,發行公司：博偉,IMDb分數：6.0,['約翰艾瑞克道鐸'],"['傑赫南德茲(Jay Hernandez)', '珍妮佛卡本']","['恐怖', '懸疑/驚悚']",輔12級/PG12
2785,渺渺,Miao Miao,上映日期：2008-11-14,片　　長：01時28分,發行公司：華納兄弟,沒有評分,['程孝澤'],"['范植偉', '柯佳嬿', '吳慷仁', '張榕容(Sandrine Pinna)']","['劇情', '愛情']",普遍級/G
2786,3D 奪魂殺,SCAR 3D,上映日期：2008-10-24,片　　長：01時24分,發行公司：學者,IMDb分數：4.1,['Jed Weintrob(Jed Weintrob)'],"['安琪拉貝蒂絲(Angela Bettis)', '班卡頓(Ben Cotton)', '安琪拉貝蒂絲(Angela Bettis)', '班卡頓(Ben Cotton)']","['恐怖', '懸疑/驚悚']",限制級/R
2787,女人至上,THE WOMEN,上映日期：2008-11-28,片　　長：01時54分,發行公司：得藝,IMDb分數：4.9,['Diane English(Diane English)'],"['艾娃曼德斯(Eva Mendes)', '安妮特班寧(Annette Bening)', '潔達蘋姬史密斯(Jada Pinkett Smith)', '戴博拉梅西(Debra Messing)', '梅格萊恩(Meg Ryan)']","['劇情', '喜劇']",普遍級/G
2788,撕裂記憶體,The Lazarus Project,上映日期：2008-10-24,片　　長：01時35分,發行公司：得藝,IMDb分數：6.2,['John Glenn(John Glenn)'],['保羅沃克(Paul Walker)'],"['劇情', '懸疑/驚悚']",保護級/P
2789,停車,Parking,上映日期：2008-11-28,片　　長：01時46分,發行公司：甜蜜生活製作有限公司,IMDb分數：6.9,['鍾孟宏'],"['戴立忍(Leon DAI)', '曾珮瑜(Peggy Tseng)', '杜汶澤(Chapman To)', '高捷(Jack Kao)', '桂綸鎂(Kwai Lun-mei)', '張震(Chang Chen)']",['劇情'],輔12級/PG12
2790,街舞開戰,Planet B-Boy,上映日期：2008-10-17,片　　長：01時30分,發行公司：聯影／聯贏,IMDb分數：7.8,['Benson Lee(Benson Lee)'],[''],['紀錄片'],普遍級/G
2791,恐懼元素,Fear Factors,上映日期：2008-10-03,片　　長：01時28分,發行公司：華映,沒有評分,"['黃家輝', '麥啟光', '王道南']","['劉書婷', '盧巧音', '尹子維', '張智堯']",['懸疑/驚悚'],輔12級/PG12
2792,黑道之無悔今生,The Sparkle in the Dark,上映日期：2008-10-03,片　　長：01時30分,發行公司：華映,沒有評分,[''],"['關智斌', '蔣雅文', '李志希', '吳浩康', '謝承均', '朱海君']","['劇情', '犯罪']",輔12級/PG12
2793,布拉格練習曲,EMPTIES,上映日期：2008-10-09,片　　長：01時40分,發行公司：大來,IMDb分數：7.3,['楊 斯維拉克(Jan Svěrák)'],['茲涅斯維拉克(Zdenek Sverák)'],['劇情'],保護級/P
2794,謊言對決,BODY OF LIES,上映日期：2008-10-09,片　　長：02時08分,發行公司：華納,IMDb分數：7.1,['雷利史考特(Ridley Scott)'],"['李奧納多狄卡皮歐(Leonardo DiCaprio)', '羅素克洛(Russell Crowe)']",['冒險'],輔12級/PG12
2795,馬達加斯加2,Madagascar 2,上映日期：2009-01-23,片　　長：01時28分,發行公司：夢工廠,IMDb分數：6.7,['艾瑞克達奈爾(Eric Darnell)'],"['克里斯洛克(Chris Rock)', '班史提勒(Ben Stiller)']",['動畫'],普遍級/G
2796,巴黎單身派對,The Feelings Factory,上映日期：2008-10-24,片　　長：01時44分,發行公司：海鵬,IMDb分數：6.1,['尚馬克莫杜特(Jean-Marc Moutout)'],"['布魯諾帕祖路(Bruno Putzulu)', '艾莎齊柏斯汀(Elsa Zylberstein)', '賈克波奈菲(Jacques Bonnaffé)']","['劇情', '愛情']",輔12級/PG12
2797,2008女性影展,08 women film festival,上映日期：2008-10-17,片　　長：未提供,發行公司：,沒有評分,[''],[''],[],未分類
2799,搶救紐曼亞,THE TRAP,上映日期：2008-10-31,片　　長：01時46分,發行公司：海鵬,IMDb分數：7.9,['斯爾登葛魯伯維奇(Srdan Golubovic)'],"['安妮卡杜芭(Anica Dobra)', '米基馬諾洛維克(Miki Manojlovic)', '娜塔莎妮可維奇(Natasa Ninkovic)', '納波薩葛洛哥維奇(Nebojsa Glogovac)']","['劇情', '懸疑/驚悚']",保護級/P
2800,求神問鬼,vow of death,上映日期：2008-10-03,片　　長：01時43分,發行公司：海樂,沒有評分,[''],"['查柴普雷恩潘尼(Chatchai Plengpanich)', 'SONPONG KUNAPRATHOMBORIWAT YOUTO(SONPONG KUNAPRATHOMBORIWAT YOUTO)']","['恐怖', '懸疑/驚悚']",輔12級/PG12
2801,陌生的孩子,CHANGELING,上映日期：2008-12-31,片　　長：02時21分,發行公司：環球,IMDb分數：7.8,['克林伊斯威特(Clint Eastwood)'],"['艾美萊恩(Amy Ryan)', '安潔莉娜裘莉(Angelina Jolie)', '約翰馬可維奇(John Malkovich)', '傑夫瑞唐納', '柯姆佛爾', '麥可凱利']",['劇情'],保護級/P
2802,航海王喬巴身世之謎 ：冬季綻放、奇跡的櫻花,ONE PIECE THE MOVIE:EPISODE OF CHOPPER,上映日期：2008-11-14,片　　長：01時50分,發行公司：東映動畫出品、蜜蜂工房．海樂影業發行,IMDb分數：7.2,['志水淳兒'],"['大谷育江', '岡村明美', '平田廣明', '山口勝平', '山口由里子', '矢尾一樹', '中井和哉']","['冒險', '動畫']",普遍級/G
2803,微光城市,CITY OF EMBER,上映日期：2008-10-17,片　　長：01時35分,發行公司：龍祥,IMDb分數：6.5,['吉爾基能(Gil Kenan)'],"['比爾默瑞(Bill Murray)', '提姆羅賓斯(Tim Robbins)', '哈利崔德威', '瑟夏羅南(Saoirse Ronan)']","['冒險', '劇情']",普遍級/G
2804,非關英雄,Finishing the Game,上映日期：2008-11-14,片　　長：01時23分,發行公司：山水,IMDb分數：6.1,['林詣彬'],"['詹姆斯法蘭科(James Franco)', '羅傑范(Roger Fan)']","['動作', '劇情']",限制級/R
2805,愛，不悔,NO REGRET,上映日期：2009-01-09,片　　長：01時54分,發行公司：東暉代理、傳影互動發行,IMDb分數：6.7,['李宋熙日'],"['金東旭(KIM Dong-wook)', '李瀚', '李英勳']","['劇情', '愛情']",限制級/R
2806,刑男大主廚,STOMACH (Estomago),上映日期：2008-12-05,片　　長：01時52分,發行公司：雷公電影、崗華影視,IMDb分數：7.8,['馬可斯喬治'],"['巴布山塔納', '保羅米克洛斯', '法碧拉納西曼多', '華歐米格', '卡洛布亞尼']","['懸疑/驚悚', '喜劇']",限制級/R
2807,盲流感,Blindness,上映日期：2008-10-31,片　　長：02時00分,發行公司：龍祥,IMDb分數：6.6,['佛南度梅瑞爾斯(Fernando Meirelles)'],"['馬克魯法洛(Mark Ruffalo)', '蓋爾嘉西亞貝納(Gael Garcia Bernal)', '茱莉安摩爾(Julianne Moore)', '丹尼葛洛佛 (Danny Glover)']",['劇情'],輔12級/PG12
2808,花落花開,Seraphine,上映日期：2008-11-14,片　　長：02時05分,發行公司：佳映娛樂,IMDb分數：7.4,['馬丁波渥斯(Martin Provost)'],"['友蘭達夢露(Yolande Moreau)', '歐路奇圖科(Ulrich Tukur)']",['歷史/傳記'],保護級/P
2809,崖上の波妞,Ponyo On The Cliff by The Sea,上映日期：2009-01-23,片　　長：01時40分,發行公司：博偉,IMDb分數：7.7,['宮崎駿(Hayao Miyazaki)'],"['天海祐希(Yuki Amami)', '山口智子', '長嶋一茂']",['動畫'],普遍級/G
2810,我和我的小鬼們,The Class,上映日期：2009-02-20,片　　長：02時08分,發行公司：前景娛樂,IMDb分數：7.5,['羅宏康特(Laurent Cantet)'],"['亞瑟(Arthur)', '伯克(Burak)', '艾梅妲(Esméralda)', '海莉薇(Henriette)', '庫芭(Khoumba)', '蘇勒曼(Souleymane)', '衛(Wey)', '佛杭蘇瓦貝加度']",['劇情'],普遍級/G
2811,一八九五,1895,上映日期：2008-11-07,片　　長：01時50分,發行公司：福斯發行、海鵬行銷,沒有評分,['洪智育'],"['溫昇豪', '楊謹華']","['劇情', '愛情']",保護級/P
2812,天方夜談,BEDTIME STORIES,上映日期：2008-12-31,片　　長：01時40分,發行公司：博偉,IMDb分數：6.1,[''],"['亞當山德勒(Adam Sandler)', '凱莉羅素(Keri Russell)']","['冒險', '喜劇']",普遍級/G
2813,魔獸戰場,Outlander,上映日期：2008-12-05,片　　長：01時55分,發行公司：海樂,IMDb分數：6.3,['Howard McCain(Howard McCain)'],"['吉姆卡維佐(James Caviezel)', '蘇菲亞梅爾(Sophia Myles)', '朗帕曼(Ron Perlman)', '約翰赫特(John Hurt)', '吉姆卡維佐(Jim Caviezel)']","['動作', '冒險']",輔12級/PG12
2814,烏龜游泳意外迅速,,上映日期：2008-11-07,片　　長：01時29分,發行公司：威視,IMDb分數：6.7,['三木聰'],"['蒼井優(Yu Aoi)', '上野樹里(Juri Ueno)']","['劇情', '喜劇']",普遍級/G
2815,不要嘲笑我們的性,Don't Laugh at My Romance,上映日期：2008-12-12,片　　長：01時37分,發行公司：麗台影業、好好電影,沒有評分,[''],"['蒼井優(Yu Aoi)', '忍成修吾', '松山健一', '永作博美(Hiromi Nagasaku)']","['劇情', '愛情']",保護級/P
2816,惡魔教室,The Wave,上映日期：2008-11-28,片　　長：01時41分,發行公司：傳影互動,IMDb分數：7.6,['丹尼斯甘塞爾(Dennis Gansel)'],"['約根沃格爾(Jürgen Vogel)', '費德烈克勞(Frederick Lau)']",['劇情'],保護級/P
2818,東京狂想曲,TOKYO！,上映日期：2008-11-21,片　　長：01時40分,發行公司：山水,IMDb分數：7.1,"['奉俊昊(BONG Joon-ho)', '李歐卡霍(Leos Carax)', '米歇爾龔特利(Michel Gondry)']","['丹尼拉馮(Denis Lavant)', '加瀨亮(Ryo Kase)', '妻夫木聰(Satoshi Tsumabuki)', '香川照之(Teruyuki Kagawa)', '蒼井優(Yu Aoi)']","['劇情', '喜劇']",限制級/R
2819,對不起，我愛你,"SUMIMASEN, LOVE",上映日期：2009-01-09,片　　長：01時15分,發行公司：佳映娛樂,沒有評分,['林育賢'],"['田中千繪', '吳懷中']","['劇情', '愛情']",普遍級/G
2820,捉龍特攻隊,Dragon Hunters,上映日期：2008-12-05,片　　長：01時21分,發行公司：杰德創意影音管理股份有限公司,沒有評分,"['Arthur Qwak(Arthur Qwak)', 'Guillaume Ivernel(Guillaume Ivernel)']",[''],['動畫'],普遍級/G
2821,神偷．獵人．斷指客,"The Good, the Bad and the Weird",上映日期：2008-11-21,片　　長：02時15分,發行公司：威視,IMDb分數：7.3,['金知雲'],"['李秉憲(Byung-Hun Lee)', '宋康昊(Kang-ho Song)', '鄭雨盛']","['動作', '劇情']",輔12級/PG12
2822,午夜人肉列車,Midnight Meat Train,上映日期：2009-01-09,片　　長：01時38分,發行公司：中環,IMDb分數：6.1,['北村龍平'],"['布萊德利庫柏(Bradley Cooper)', '布魯克雪德絲(Brooke Shields)', '蕾絲莉畢柏(Leslie Bibb)', '文尼瓊斯(Vinnie Jones)']","['動作', '奇幻', '犯罪', '恐怖', '懸疑/驚悚']",限制級/R
2823,猛男姦獄,Big Stan,上映日期：2008-11-28,片　　長：01時47分,發行公司：中環,IMDb分數：6.2,['勞勃許奈德(Rob Schneider)'],"['大衛卡拉定(David Carradine)', '勞勃許奈德(Rob Schneider)']",['喜劇'],輔12級/PG12
2824,2008高雄電影節,KAOHSIUNG FILM FESTIVAL 2008,上映日期：2008-10-24,片　　長：未提供,發行公司：高雄市政府新聞處電影圖書館主辦,沒有評分,[''],[''],[],未分類
2825,畫皮,,上映日期：2008-12-05,片　　長：01時43分,發行公司：得藝／華映,IMDb分數：6.4,['陳嘉上'],"['陳坤(Aloys Chen)', '孫儷', '趙薇', '甄子丹(Donnie Yen)', '周迅(Xun Zhou)']","['奇幻', '武俠']",輔12級/PG12
2826,新娘大作戰,Bride War,上映日期：2009-01-23,片　　長：01時29分,發行公司：福斯,IMDb分數：5.5,['蓋瑞溫尼克(Gary Winick)'],"['安海瑟威(Anne Hathaway)', '凱特哈德森(Kate Hudson)']",['喜劇'],普遍級/G
2827,光的畫家－聖誕小屋,THOMAS KINKADE’S  CHRISTMAS COTTAGE,上映日期：2008-11-07,片　　長：01時43分,發行公司：福斯發行、海鵬行銷,IMDb分數：6.6,['麥可坎普斯(Michael Campus)'],"['傑瑞帕達里基(Jared Padalecki)', '瑪西蓋哈登(Marcia Gay Harden)', ""彼得奧圖(Peter O'Toole)""]",['劇情'],普遍級/G
2828,閃靈俠,THE SPIRIT,上映日期：2008-12-25,片　　長：01時42分,發行公司：甲上娛樂,IMDb分數：4.8,['法蘭克米勒(Frank Miller)'],"['艾娃曼德斯(Eva Mendes)', '蓋伯爾馬赫(Gabriel Macht)', '山繆傑克森(Samuel L. Jackson)', '史嘉蕾喬韓森(Scarlett Johansson)']","['動作', '冒險', '劇情', '犯罪']",保護級/P
2829,凶魅,GOOD WILL EVIL,上映日期：2008-11-07,片　　長：01時43分,發行公司：龍祥,IMDb分數：5.2,"['林玉芬', '王明燦']","['戴立忍(Leon DAI)', '關穎(Terri KWAN)', '陳文政', '陳怡蓉', '紀欣伶', '陸弈靜(Lu Yi-ching)']","['恐怖', '懸疑/驚悚']",保護級/P
2830,愛的發聲練習,My So-Called Love,上映日期：2008-11-21,片　　長：02時00分,發行公司：福斯,沒有評分,['李鼎(Leading Lee)'],"['徐熙媛(Barbie Hsu)', '彭于晏(Eddie Peng)', '張孝全(Joseph Chang)', '東明相(Easton Dong)', '李國毅(Kuo I Lee)', '劉喆瑩(Queena  Liu)']","['劇情', '愛情']",保護級/P
2831,冰火情敵,BLACK ICE,上映日期：2008-11-28,片　　長：01時50分,發行公司：海鵬,IMDb分數：6.8,['派特利寇特威卡(Petri Kotwica)'],"['馬帝索沙拉(Martti Suosala)', '歐蒂瑪恩芭(Outi Mäenpää)', '莉雅卡塔亞(Ria Kataja)']",['劇情'],限制級/R
2832,非法警戒,PRIDE AND GLORY,上映日期：2008-11-28,片　　長：02時09分,發行公司：龍祥,IMDb分數：6.7,['迦文歐康諾'],"['柯林法洛(Colin Farrell)', '艾德華諾頓(Edward Norton)', '強沃特(Jon Voight)']","['動作', '劇情', '犯罪']",輔12級/PG12
2833,靈異航班,Passengers,上映日期：2008-11-14,片　　長：01時33分,發行公司：龍祥,IMDb分數：5.9,['羅德里哥賈西亞'],"['安海瑟威(Anne Hathaway)', '大衛摩斯(David Morse)', '派翠克威爾森(Patrick Wilson)']","['劇情', '懸疑/驚悚']",保護級/P
2834,2008台灣國際紀錄片雙年展,2008 Taiwan International Documentary Festival,上映日期：2008-10-31,片　　長：未提供,發行公司：行政院文化建設委員會,沒有評分,[''],[''],['紀錄片'],未分類
2835,千年鶴,Beyond the Years,上映日期：2008-11-21,片　　長：01時46分,發行公司：聯影／聯贏,IMDb分數：6.8,['林權澤(Im Kwon-taek)'],"['柳丞勇', '吳勝恩', '吳貞孩', '趙在炫']","['劇情', '愛情']",保護級/P
2836,送行者：禮儀師的樂章.,DEPARTURES,上映日期：2009-02-27,片　　長：02時10分,發行公司：雷公電影公司、崗華影視傳播有限公司,IMDb分數：8.1,['瀧田洋二郎'],"['廣末涼子(Ryoko Hirosue)', '吉行和子(Kazuko Yoshiyuki)', '余貴美子(Kimiko Yo)', '本木雅弘(Masahiro Motoki)', '山崎努(Tsutomu Yamazaki)', '笹野高史']","['溫馨/家庭', '劇情']",保護級/P
2837,梅蘭芳,Forever Enthralled,上映日期：2008-12-19,片　　長：02時27分,發行公司：中環,IMDb分數：6.8,['陳凱歌'],"['安藤政信(Masanobu Ando)', '章子怡(Zhang Zi-Yi)', '陳紅', '黎明', '孫紅雷']","['劇情', '歷史/傳記']",普遍級/G
2838,赤壁：決戰天下,Red Cliff II,上映日期：2009-01-15,片　　長：02時22分,發行公司：中環,IMDb分數：7.6,['吳宇森'],"['金城武(Takeshi Kaneshiro)', '胡軍(Hu Jun)', '梁朝偉(Tony Leung)', '林志玲(Lin Chi-ling)', '張豐毅(Fengyi Zhang)', '張震(Chang Chen)', '趙薇']","['動作', '劇情', '戰爭', '歷史/傳記']",保護級/P
2839,2008南方影展,,上映日期：2008-11-07,片　　長：未提供,發行公司：,沒有評分,[''],[''],[],未分類
2840,鈕扣人,Button Man,上映日期：2008-12-05,片　　長：01時19分,發行公司：美亞娛樂,沒有評分,['錢人豪(Joe Chien)'],"['吳鎮宇(Francis Ng Chun Yu)', '李蒨蓉(Janet LEE)', '戴立忍(Leon DAI)', '關穎(Terri KWAN)']","['動作', '劇情', '犯罪']",輔12級/PG12
2842,天使與魔鬼,Angels and Demons,上映日期：2009-05-14,片　　長：02時18分,發行公司：博偉,IMDb分數：6.7,['朗霍華(Ron Howard)'],"['湯姆漢克(Tom Hanks)', '艾葉蕾特祖兒(Ayelet Zurer)', '伊旺麥奎格(Ewan McGregor)', '史戴倫史柯斯嘉(Stellan Skarsgard)']","['動作', '懸疑/驚悚']",保護級/P
2843,2008台北金馬國際影展,Taipei Golden Horse Film Festival,上映日期：2008-11-06,片　　長：未提供,發行公司：,沒有評分,[''],[''],[],未分類
2844,征服北極,Beyond the Arctic,上映日期：2008-12-12,片　　長：01時25分,發行公司：穀得電影有限公司,沒有評分,['楊力州'],"['劉柏園(Albert)', '陳彥博(Tommy)', '林義傑(Kevin)']",['紀錄片'],普遍級/G
2845,武術,Wushu,上映日期：2008-11-21,片　　長：01時37分,發行公司：龍祥,IMDb分數：6.0,['司徒永華'],"['洪金寶(Sammo Hung)', '劉峰超', '劉泳辰', '汪亞', '王菲', '王文杰']","['動作', '劇情']",保護級/P
2846,行動代號：華爾奇麗雅,Valkyrie,上映日期：2009-02-13,片　　長：02時00分,發行公司：福斯,IMDb分數：7.1,['布萊恩辛格(Bryan Singer)'],"['湯姆衛金森(Tom Wilkinson)', '湯姆克魯斯(Tom Cruise)', '卡莉絲范荷登(Carice van Houten)', '比爾奈伊(Bill Nighy)', '湯姆斯科瑞奇曼(Tomas Kretschmann)', '湯姆斯科瑞奇曼(Tomas Kretschmann)', '肯尼斯布萊納(Kenneth Branagh)']","['動作', '劇情']",保護級/P
2848,愛我一下．夏,Hormones,上映日期：2008-12-12,片　　長：02時14分,發行公司：威視電影,沒有評分,['松耀司舒克馬卡納尼(Songyos Sugmakanan)'],"['蒼井空', '陸廷威', '麥可纳克']",['愛情'],普遍級/G
2849,墨水心,Inkheart,上映日期：2009-01-23,片　　長：01時45分,發行公司：甲上,IMDb分數：6.1,['伊恩索佛利(Iain Softley)'],"['布蘭登費雪(Brendan Fraser)', '海倫米蘭(Helen Mirren)', '保羅貝特尼(Paul Bettany)']","['科幻', '劇情']",保護級/P
2851,暮光之城：無懼的愛,Twilight,上映日期：2008-12-12,片　　長：02時02分,發行公司：龍祥,IMDb分數：5.2,['凱薩琳哈德薇克(Catherine Hardwicke)'],"['克莉絲汀史都華(Kristen Stewart)', '羅伯派汀森(Robert Pattinson)', '凱姆吉甘特']",['愛情'],保護級/P
2852,死亡預告,,上映日期：2008-12-05,片　　長：02時13分,發行公司：龍祥,IMDb分數：7.2,['瀧本智行'],"['成海璃子(Rico Narumi)', '松田翔太(Shota Matsuda)', '塚本高史(TAKASHI TSUKAMOTO)', '山田孝之(Takayuki Yamada)']",['懸疑/驚悚'],輔12級/PG12
2853,菲利普葛拉斯12樂章,Glass: A Portrait of Philip in Twelve Parts,上映日期：2008-12-12,片　　長：01時55分,發行公司：原子映象,IMDb分數：7.4,['史考特希克(Scott Hicks)'],"['葛佛瑞雷吉歐', '艾洛莫里斯', '查克羅斯', '菲利普葛拉斯', '拉維香卡', '馬丁史科西斯', '伍迪艾倫(Woody Allen)']","['音樂/歌舞', '歷史/傳記', '勵志']",普遍級/G
